text,is_burden,index,section,parts
" (17)The manager or its associates shall not obtain any commission or rebate or any other remuneration, by whatever name called, arising out of transactions pertaining to the REIT other than as specified in the offer document or any other document as may be specified by the Board for the purpose of issue of units.
                 ",1,982,0,0
" (18)The manager shall submit to the trustee,-
(a)quarterly reports on the activities of the REIT including receipts for all funds received by it and for all payments made, position on compliance with these regulations, specifically including compliance with regulations 18,19 and 20, performance report, status of development of under-construction properties, within thirty days of end of such quarter;
(b)valuation reports as required under these regulations within fifteen days of the receipt of the valuation report from the valuer;
(c)decision to acquire or sell or develop any property or expand existing completed properties along with rationale for the same;
(d)details of any action which requires approval from the unit holders as required under the regulations;
20
(e)details of any other material fact including change of its directors, any legal proceedings that may have a significant bearing on the activity of the REIT within seven working days of such action.
                 ",1,983,0,0
" (19)In case the manager fails to timely submit to the trustee information or reports as specified under sub-regulation (18) of this regulation or sub-regulation (8) of regulation 9, the trustee shall intimate the same to the Board and the Board may take action, as it deems fit.
                 ",1,984,0,0
" (20)The manager shall coordinate with trustee, as may be necessary, with respect to operations of the REIT.
                 ",1,985,0,0
" (21)The manager shall ensure that the valuation of the REIT assets is done by the valuer(s) in accordance with regulation 21.
                 ",1,986,0,0
" (22)The manager shall ensure that computation of NAV of the REIT is based on the valuation done by the valuer and is declared no later than fifteen days from the date of valuation 63[ to the stock exchange(s)] and such computation shall be done and declared not less than once every six months.
                 ",1,987,0,0
" (23)The manager shall ensure that the audit of accounts of the REIT by the auditor is done not less than 64[ once in a year] and such report is submitted to the designated stock exchange within 65[sixty] days of end of such financial year ending March 31st 66[***].
                 ",1,988,0,0
" (24)The manager may appoint a custodian in order to provide such custodial services as may be authorised by the trustees and oversee activities of such custodian.
                 ",1,989,0,0
" (25)The manager shall place, before its board of directors in the case of a company or the governing board in case of an LLP, a report on activity and performance of the REIT every three months.
                 ",1,990,0,0
" (26)The manager shall designate an employee or director as the compliance officer for monitoring of compliance with these regulations and circulars issued thereunder and intimating the Board in case of any violation.
                 ",1,991,0,0
" (27)The manager shall convene meetings of the unit holders in accordance with regulation 22 and maintain records pertaining to the meetings in accordance with regulation 26.
                 ",1,992,0,0
" (28)The manager shall ensure the compliance with laws, as may be applicable, of the State or the local body with respect to the activity of the REIT including local building laws.
                 ",1,993,0,0
" (29)The manager shall ensure that all activities of management of assets of the REIT and activities of the intermediaries or agents or service providers appointed by the manager are in accordance with these regulations and circulars issued thereunder.
                 ",1,994,0,0
" 11.(1) The sponsor(s) 68[and sponsor group(s)] shall set up the REIT and appoint the trustee of the REIT.
                 ",1,995,0,0
" (2)The sponsor(s) 69[and sponsor group(s)] shall transfer or undertake to transfer, subject to a binding agreement and adequate disclosures in the initial offer 70[document], 71[their] entire shareholding or interest 72[and rights] in the 73[holdco and/or] SPV or entire ownership of the real estate assets to the REIT prior to allotment of units of the REIT to the applicants:
 Provided that this shall not apply to the extent of any mandatory holding of shares or interest 74[and rights] in the 75[holdco and/or] SPV by the sponsor(s) 76[and sponsor group(s)] as required 77[under] any Act or regulations or circulars or guidelines of government or regulatory authority as specified from time to time.
                 ",1,996,0,0
" 22
(a) 79[the sponsor(s) and sponsor group(s) shall collectively] hold a minimum of twenty five percent. of the total units of the REIT after initial offer on a post-issue basis:
Provided that the minimum sponsor80[(s) and sponsor group(s)] holding specified in this clause shall be held for a period of atleast three years from the date of listing of such units:
Provided further that any holding of the sponsor 81[(s) and sponsor group(s)] exceeding the minimum holding as specified in this clause, shall be held for a period of atleast one year from the date of listing of such units;
(b) 82[the sponsor(s) and sponsor group(s)] together hold not less than fifteen per cent. of the outstanding units of the listed REIT at all times;
(c) 83[each of the sponsor] individually 84[***] 85[shall] hold not less than five per cent. of the outstanding units of the listed REIT at all times.
                 ",1,997,0,0
" (5)If re-designated sponsor(s) propose(s) to sell its units to any another person, conditions specified under clauses (b), and (c) of sub-regulation (4) shall be complied with.
                 ",1,998,0,0
" 12.The valuer(s) shall comply with the following conditions at all times-
(a)The valuer(s) shall ensure that the valuation of the REIT assets is impartial, true and fair and is in accordance with regulation 21;
(b)The valuer(s) shall ensure adequate and robust internal controls to ensure the integrity of its valuation reports;
(c)The valuer(s) shall ensure that it has sufficient key personnel with adequate experience and qualification to perform property valuations at all times;
(d)The valuer(s) shall ensure that it has sufficient financial resources to enable it to conduct its business effectively and meet its liabilities;
(e)The valuer(s) and any of its employees involved in valuing of the assets of the REIT, shall not,-
(i)invest in units of the REIT or in the assets being valued; and
(ii)sell the assets or units of REITs held prior to being appointed as the valuer,
till the time such person is designated as valuer of such REIT and not less than six months after ceasing to be valuer of the REIT;
(f)The valuer(s) shall conduct the valuation of the REIT assets with transparency and fairness and shall render, at all times, high standards of service, exercise due diligence, ensure proper care and exercise independent professional judgment;
(g) The valuer(s) shall act with independence, objectivity and impartiality in performing the valuation;
90Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
24
(h)The valuer(s) shall discharge its duties towards the REIT in an efficient and competent manner, utilizing his knowledge, skills and experience in best possible way to complete given assignment;
(i)The valuer(s) shall not accept remuneration, in any form, for performing a valuation of the REIT assets from any person other than the REIT or its authorized representative;
(j)The valuer(s) shall before accepting any assignment, 91[from any related party to the REIT, shall] disclose to the REIT any direct or indirect consideration which the valuer may have in respect of such assignment;
(k)The valuer shall disclose to the trustee, any pending business transactions, contracts under negotiation and other arrangements with the manager or any other party whom the REIT is contracting with and any other factors that may interfere with the valuer’s ability to give an independent and professional valuation of the property;
(l)The valuer(s) shall not make false, misleading or exaggerated claims in order to secure assignments;
(m)The valuer(s) shall not provide misleading valuation, either by providing incorrect information or by withholding relevant information;
(n)The valuer(s) shall not accept an assignment that includes reporting of the outcome based on predetermined opinions and conclusions required by the REIT;
(o)The valuer(s) shall, prior to performing a valuation, acquaint itself with all laws or regulations relevant to such valuation.
                 ",1,999,0,0
" 13.(1) The auditor shall conduct audit of the accounts of the REIT and prepare the audit report based on the accounts examined by him and after taking into account the relevant accounting and auditing standards, as may be specified by the Board.
                 ",1,1000,0,0
" (2)The auditor shall, to the best of his information and knowledge, ensure that the accounts and financial statements, including profit or loss and cash flow for the period and such other matters as may be specified, give a true and fair view of the state of the affairs.
                 ",1,1001,0,0
" (3)The auditor shall have a right of access at all times to the books of accounts and vouchers pertaining to activities of the REIT.
                 ",1,1002,0,0
" (4)The auditor shall have a right to require such information and explanation pertaining to activities of the REIT as he may consider necessary for the performance of his duties as auditor from the employees of REIT or parties to the REIT or 92[holdco or] SPV or any other person in possession of such information.
                 ",1,1003,0,0
" (3)Any subsequent issue of units by the REIT may be by way of follow-on offer, preferential allotment, qualified institutional placement, rights issue, bonus issue, offer for sale or any other mechanism and in the manner as may be specified by the Board.
                 ",1,1004,0,0
" (5)The draft offer document filed with the Board shall be made public, for comments, if any,
                 ",1,1005,0,0
" (6)The 111[draft offer document and/ or offer document] shall be accompanied by a due diligence certificate signed by the 112[***] lead merchant banker.
                 ",1,1006,0,0
" (8)The lead merchant banker shall ensure that all comments received from the Board on the draft offer document are suitably taken into account prior to the filing of the offer document with the designated stock exchanges.
                 ",1,1007,0,0
" (10)The 120[***] offer document shall be filed with the designated stock exchanges and the Board not less than five working days before opening of the offer 121[***].
                 ",1,1008,0,0
" (11)The initial offer or follow-on offer 122[or rights issue] shall be made by the REIT within a period of not more than 123[one year] from the date of 124[***] issuance of observations by the Board 125[***]:
 Provided that if the initial offer or follow-on offer 126[or rights issue] is not made within the specified time period, a fresh 127[draft] offer document shall be filed.
                 ",1,1009,0,0
" 121Omitted “and such filing with the Board shall be accompanied by filing fees as specified under Schedule II” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
                 ",1,1010,0,0
" (12)The REIT may invite for subscriptions and allot units to any person, whether resident or foreign:
 Provided that in case of foreign investors, such investment shall be subject to guidelines as may be specified by Reserve Bank of India and the government from time to time.
                 ",1,1011,0,0
" (13)The application for subscription shall be accompanied by a statement containing the abridged version of the offer document, detailing the risk factors and summary of the terms of issue.
                 ",1,1012,0,0
" 129[(14) The minimum subscription from any investor in initial and/or public offer shall be rupees fifty thousand.]
                 ",1,1013,0,0
" (15)Initial offer and follow-on offer shall not be open for subscription for a period of more than thirty days.
                 ",1,1014,0,0
" (17)The REIT shall allot units or refund application money, as the case may be, within twelve working days from the date of closing of the issue.
                 ",1,1015,0,0
" (19)The price of REIT units issued by way of public issue shall be determined through the book building process or any other process in accordance with the circulars or guidelines issued by the Board and in the manner as may be specified by the Board.
                 ",1,1016,0,0
" 30
(a)to all applicants in case it fails to collect subscription amount of exceeding 130[ninety] per cent. of the 131[fresh] issue size as specified in the 132[***] offer document 133[***];
(b)to applicants to the extent of oversubscription in case the moneys received is in excess of the extent of over-subscription as specified in the 134[***] offer document:
Provided that right to retain such over subscription cannot exceed twenty five per cent. of the issue size;
135[Provided further, that the offer document shall contain adequate disclosures towards the utilisation of such oversubscription proceeds, if any, and such proceeds retained on account of oversubscription shall not be utilised towards general purposes.]
(c)to all applicants in case the number of subscribers to the initial offer forming part of the public is less than two hundred.
                 ",1,1017,0,0
" (21)If the manager fails to allot, or list the units, or refund the money within the specified time, then the manager shall pay interest to the unit holders at fifteen per cent. per annum, till such allotment/ listing/refund and such interest shall not be recovered in the form of fees or any other form payable to the manager by the REIT.
                 ",1,1018,0,0
" (22)Units may be offered for sale to public,-
(a)if such units have been held by the existing unitholders for a period of at least one year prior to the filing of draft offer document with the Board:
Provided that the holding period for the equity shares 136[, compulsorily convertible securities (from the date such securities are fully paid-up)] or partnership interest in the 137[holdco and/or] SPV against which such units have been received shall be
130Substituted for “seventy five” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
131Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
132Omitted “initial” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
133Omitted “or follow-on offer document” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
134Omitted “initial offer document or follow-on” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
135Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
136Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2017, w.e.f. 15.12.2017
137Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
31
considered for the purpose of calculation of one year period referred in this sub- regulation:
138[Provided further that the compulsorily convertible securities, whose holding period has been included for the purpose of calculation for offer for sale, shall be converted to equity shares of the holdco or SPV, prior to filing of offer document.]
(b)subject to other circulars or guidelines as may be specified by the Board in this regard.
139[(22A) The amount for general purposes, as mentioned in objects of the issue in the draft offer document filed with the Board, shall not exceed Ten per cent of the amount raised by the REIT by issuance of units.]
                 ",1,1019,0,0
" (3)Any advertisement material relating to any issue of units of the REIT shall not be misleading and shall not contain anything extraneous to the contents of the offer document.
                 ",1,1020,0,0
" (4)If an advertisement contains positive highlights, it shall also contain risk factors with equal importance in all aspects including print size.
                 ",1,1021,0,0
" 16.(1) After the initial offer it shall be mandatory for all units of REITs to be listed on a recognized stock exchange having nationwide trading terminals within a period of twelve working days from the date of closure of the offer.
                 ",1,1022,0,0
" (2)The listing of the units of the REIT shall be in accordance with the listing agreement entered into between the REIT and the designated stock exchange.
                 ",1,1023,0,0
" (3)The units of the REIT listed in recognized stock exchanges shall be traded, cleared and settled in accordance with the bye-laws of concerned stock exchanges and such conditions as may be specified by the Board.
                 ",1,1024,0,0
" (6)The units of REIT shall be remain listed on the designated stock exchange unless delisted under regulation 17.
                 ",1,1025,0,0
" (7)The minimum public holding for the units of the listed REIT shall be 142[ in accordance with the sub-regulation (2A) of Regulation 14], failing which action may be taken as may be specified by the Board and by the designated stock exchange including delisting of units under regulation 17:
 Provided that in case of breach of the conditions specified in this sub-regulation, the trustee may provide a period of six months to the manager to rectify the same, failing which the manager shall apply for delisting under Regulation 17.
                 ",1,1026,0,0
" (8)Any person other than the sponsor(s) holding units of the REIT prior to initial offer shall hold the units for a period of not less than one year from the date of listing of the units subject to circulars or guidelines as may be specified by the Board.
                 ",1,1027,0,0
" (9)The Board and designated stock exchanges may specify any other requirements pertaining to listing and trading of units of the REIT by issuance of guidelines or circulars.
                 ",1,1028,0,0
" 17.(1) The manager shall apply for delisting of units of the REIT to the Board and the designated stock exchanges if,-
(a)the public holding falls below the specified limit under sub-regulation (7) of regulation 16;
(b)143[***]
(c)if there are no projects or assets remaining under the REIT for a period exceeding six months and REIT does not propose to invest in any project in future:
Provided that, the period may be extended by further six months, with the approval of unit holders in the manner as specified in regulation 22;
(d)the Board or the designated stock exchanges require such delisting for violation of the listing agreement or these regulations or the Act;
142Substituted for “twenty five per cent. the total number of outstanding units at all times, and the number of unit holders of the REIT forming part of the public shall be two hundred at all times” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
143Omitted, by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016. Prior to its omission, sub- clause (b) read as under :
“the number of unit holders of the REIT forming part of the public falls below two hundred;”
34
(e)the sponsor(s) or trustee requests such delisting and such request has been approved by unit holders in accordance with sub-regulation (6) of regulation 22;
(f)unit holders apply for such delisting in accordance with regulation 22;
(g)the Board or the designated stock exchanges require such delisting for violation of the listing agreement, these regulations or the Act or in the interest of the unit holders.
                 ",1,1029,0,0
" (2)The Board and the designated stock exchanges may consider such application for approval or rejection as may be appropriate in the interest of the unit holders.
                 ",1,1030,0,0
" (4)The Board may reject the application for delisting and take any other action, as it deems fit, under these regulations or the Act for violation of the listing agreement or these regulations or the Act.
                 ",1,1031,0,0
" (5)The procedure for delisting of units of REIT including provision of exit option to the unit holders shall be in accordance with the listing agreement and in accordance with procedure as may be specified by the Board and by the designated stock exchanges from time to time.
                 ",1,1032,0,0
" (4)Not less than eighty per cent. of value of the REIT assets shall be invested 157[***] in completed and rent 158[and/or income] generating properties subject to the following,-
(a)if the investment has been made through a 159[holdco and/or] SPV, whether by way of equity or debt or equity linked instruments or partnership interest, only the portion of direct investments in properties by such 160[ holdco and/or] SPVs shall be considered under this sub-regulation and the remaining portion shall be included under sub-regulation (5);
(b)if any project is implemented in stages, the part of the project which is completed and 161[rent and/or income generating] shall be considered under this sub- regulation and the remaining portion including any contiguous land as specified under proviso to sub-regulation (2) shall be included under clause (a) of sub- regulation (5).
                 ",1,1033,0,0
" (6)Not less than 169[fifty one] per cent. of the 170[consolidated] revenues of the REIT 171[, holdco] and the SPV, other than gains arising from disposal of properties, shall be, at all times, from rental, leasing and letting real estate assets or any other income incidental to the leasing of such assets.
                 ",1,1034,0,0
" 19.(1) All related party transactions shall be on an arms-length basis, in the best interest of the unit holders, consistent with the strategy and investment objectives of the REIT and shall be disclosed to the designated stock exchange and unit holders periodically in accordance with the listing agreement and these regulations.
                 ",1,1035,0,0
" (3)With respect to purchase or sale of properties 187[***] after initial offer,-
(a)two valuation reports from two different valuers, independent of each other, shall be obtained;
(b)such valuers shall undertake a full valuation of the assets proposed to be purchased or sold as specified under regulation 21;
(c)Transactions for purchase of such assets shall be at a price not greater than, and transactions for sale of such assets shall be at a price not lesser than, 188[one hundred ten percent and ninety percent of the] average of the two independent valuations 189[, respectively].
                 ",1,1036,0,0
" 43
(a)adequate disclosures to that effect shall be made in the initial offer document including a consolidated full valuation report of all such assets 190[***];
(b)the REIT shall enter into proper and valid agreements with such related parties at the price or interest rate or rental value mentioned in the initial offer document;
(c)If the transactions are conditional upon the REIT receiving a minimum amount of subscription, adequate disclosures shall be made in the offer document and the agreements to that effect.
                 ",1,1037,0,0
" (5)In case of any related party transactions entered into after the initial offer,-
(a)adequate disclosures shall be made to the unit holders and to the designated stock exchanges;
(b)in case,-
(i)the total value of all the related party transactions, in a financial year, pertaining to acquisition or sale of properties 191[, whether directly or through holdco and/or SPVs,] or investments into securities exceeds ten per cent. of the value of REIT; or
(ii)the value of the funds borrowed from related parties, in a financial year, exceeds ten per cent. of the total consolidated borrowings of the REIT
192[, holdco and/or SPVs];
approval from the unit holders shall be obtained prior to entering into any such subsequent transaction with any related party;
(c)for the purpose of obtaining approval for such transactions, the manager shall obtain approval from unit holders in accordance with regulation 22 and request for such approval shall be accompanied by a transaction document.
                 ",1,1038,0,0
" (6)The disclosures in the offer document and transaction document shall include the following, as may be applicable,-
                 ",1,1039,0,0
" 44
(a)identity of the related parties and their relationship with the REIT or parties to the REIT;
(b)nature and details of the transactions entered into or proposed to be entered into with such related parties including description and location of assets;
(c)the price or value of the assets or securities bought or sold or leased or proposed to be bought or sold or leased and if leased or proposed to be leased, value of the lease;
(d)ready reckoner rate of the real estate asset being bought or sold:
Provided that where such ready reckoner rate are not available, property tax assessment value or similar published rates by Government authorities shall be disclosed;
(e)summary of the valuation report(s);
(f)the current and expected rental yield;
(g)if the transactions are conditional upon the REIT receiving a stated amount of subscriptions, the minimum amount of such subscriptions to be received;
(h)amount of borrowing and rate of interest in case of borrowing from any related party;
(i)any other information that is required for the investor to take an informed decision.
                 ",1,1040,0,0
" (7)With respect to any properties leased to related parties to the REIT, both before and after initial offer, if,-
(a)such lease area exceeds twenty per cent. of the total area of the underlying assets;
(b)value of assets under such lease exceeds twenty per cent of the value of the total underlying assets;
(c)rental income obtained from such leased assets exceeds twenty per cent of the value of the rental income of all underlying assets,
45
a fairness opinion from an independent valuer shall be obtained by the manager and submitted to the trustee and approval of unitholders in accordance with regulation 22 shall be obtained.
                 ",1,1041,0,0
" (8)For any related party transaction requiring approval of the unit holders or proposed to be undertaken immediately after the initial offer, the agreement shall be entered into within six months from date of close of initial offer or from date of approval of the unit holders, as the case may be:
 Provided that in case of the agreement is not entered into within such period, approval from the unit holders may be sought for extension for another six months in accordance with regulation 22 with the updated valuation report(s).
                 ",1,1042,0,0
" (9)Adequate disclosures of all related party transactions that have been entered into prior to the follow-on offer shall be made in the follow-on offer document.
                 ",1,1043,0,0
" (10)Transaction between two or more of the REITs with a common manager or sponsor shall be deemed to be related party transactions for each of the REITs and provisions of this regulation shall apply:
 Provided that this sub-regulation shall also apply if the managers or sponsors of the REITs are different entities but are associates.
                 ",1,1044,0,0
" (11)With respect to any related party transaction, details of any fees or commissions received or to be received by 193[such] related party194[(ies)] shall be adequately disclosed to the unit holders and to the designated stock exchanges.
                 ",1,1045,0,0
" (12)No related party shall retain cash or other rebates from any property agent in consideration for referring transactions in REIT assets to the property agent.
                 ",1,1046,0,0
" (13)Where any of the related parties has an interest in a business which competes or is likely to compete, either directly or indirectly, with the activities of the REIT, the following details shall be disclosed in the offer document,-
(a)details of the such business including an explanation as to how such business shall compete with the REIT;
193Substituted “any person or entity which is an associate of the” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
194Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
46
(b)a declaration that the related party shall perform its duty in relation to the REIT independent of its related business;
(c)declaration as to whether any acquisition of such business by the REIT is intended and if so, details of the same thereof.
                 ",1,1047,0,0
" 20. 195[(1) A REIT, whose units are listed on a recognized stock exchange, may issue debt securities in the manner specified by the Board:
 Provided that such debt securities shall be listed on recognized stock exchange(s).]
196[(2)] The aggregate consolidated borrowings and deferred payments of the REIT 197[, holdco and/or the SPV(s),] net of cash and cash equivalents shall never exceed forty nine per cent. of the value of the REIT assets:
Provided that such borrowings and deferred payments shall not include any refundable security deposits to tenants.
198[(3)] If the aggregate consolidated borrowings and deferred payments of the REIT 199[, holdco and/or the SPV(s),] net of cash and cash equivalents exceed twenty five per cent. of the value of the REIT assets, for any further borrowing,-
(a)credit rating shall be obtained from a credit rating agency registered with the Board; and
(b)approval of unit holders shall be obtained in the manner as specified in regulation 22.
200[(4)] If the conditions specified in sub-regulations (1) and (2) are breached on account of market movements of the price of the underlying assets or securities, the manager shall inform
195Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2017, w.e.f. 15.12.2017
196Re-numbered by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2017, w.e.f. 15.12.2017
197Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
198Re-numbered by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2017, w.e.f. 15.12.2017
199Inserted by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
200Re-numbered by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2017, w.e.f. 15.12.2017
47
the same to the trustee and ensure that the conditions as specified in this regulation are satisfied within six months of such breach.
Valuation of assets.
                 ",1,1048,0,0
" 21.(1) The valuer shall not be an associate of the sponsor(s) or manager or trustee and shall have not less than five years of experience in valuation of real estate.
                 ",1,1049,0,0
" (3)Full valuation report shall include the mandatory minimum disclosures as specified in Schedule V to these regulations.
                 ",1,1050,0,0
" (4)A full valuation shall be conducted by the valuer atleast once in every financial year:
 Provided that such full valuation shall be conducted at the end of the financial year ending March 31st within three months from the end of such year.
                 ",1,1051,0,0
" (5)A half yearly valuation of the REIT assets shall be conducted by the valuer for the half-year ending on September 30 for incorporating any key changes in the previous six months and such half yearly valuation report shall be prepared within forty five days from the date of end of such half year.
                 ",1,1052,0,0
" (6)Valuation reports received by the manager shall be submitted to the designated stock exchange and unit holders within fifteen days from the receipt of such valuation reports.
                 ",1,1053,0,0
" (7)Prior to any issue of units to the public and any other issue of units as may be specified by the Board, the valuer shall undertake full valuation of all the REIT assets and include a summary of the report in the offer document:
 Provided that such valuation report shall not be more than six months old at the time of such offer:
                 ",1,1054,0,0
"  Provided further that this shall not apply in cases where full valuation has been undertaken not more than six months prior to such issue and no material changes have occurred thereafter.
                 ",1,1055,0,0
" 48
(a)if the transaction is a related party transaction, the valuation shall be in accordance with regulation 19;
(b)if the transaction is not a related party transaction,-
(i)a full valuation of the specific property shall be undertaken by the valuer;
(ii)if ,-
(1)in case of a purchase transaction, the property is proposed to be purchased at a value greater than one hundred and ten per cent. of the value of the property as assessed by the valuer;
(2)in case of a sale transaction, the property is proposed to be sold at a value less than ninety per cent. of the value of the property as assessed by the valuer,
approval of the unit holders shall be obtained in accordance with regulation 22.
                 ",1,1056,0,0
" (9)No valuer shall undertake valuation of the same property for more than four years consecutively:
 Provided that the valuer may be reappointed after a period of not less than two years from the date it ceases to be the valuer of the REIT.
                 ",1,1057,0,0
" 22.(1) The unit holder shall have the rights to receive income or distributions as provided for in the Offer document or trust deed.
                 ",1,1058,0,0
" (2)With respect to any matter requiring approval of the unit holders,-
(a)a resolution shall be considered as passed when the votes cast by unit holders, so entitled and voting, in favour of the resolution exceed a certain percentage, as specified in this regulation, of the votes cast against;
(b)the voting may also be done by postal ballot or electronic mode;
(c)a notice of not less than twenty one days either in writing or through electronic mode shall be provided to the unit holders;
(d)voting by any person who is a related party in such transaction as well as associates of such person(s) shall not be considered on the specific issue;
(e)manager shall be responsible for all the activities pertaining to conducting of meeting of the unit holders, subject to overseeing by the trustee:
Provided that in respect of issues pertaining to the manager such as change in manager including removal of the manager or change in control of the manager, Trustee shall convene and handle all activities pertaining to conduct of the meetings:
Provided further that in respect of issues pertaining to the trustee such as change in the trustee, the trustee shall not be involved in any manner in the conduct of the meeting.
                 ",1,1059,0,0
" (3)An annual meeting of all unit holders shall be held not less than once a year within one hundred and twenty days from the end of financial year and the time between two meetings shall not exceed fifteen months.
                 ",1,1060,0,0
" 50
(a)any information that is required to be disclosed to the unit holders and any issue that, in the ordinary course of business, may require approval of the unit holders may be taken up in the meeting including,-
(i)latest annual accounts and performance of the REIT;
(ii)approval of auditor and fees of such auditor, as may be required;
(iii)latest valuation reports;
(iv)appointment of valuer, as may be required;
(v)any other issue including special issues as specified under sub- regulation (6);
(b)for any issue taken up in such meetings which require approval from the unit holders, votes cast in favour of the resolution shall 203[be more than] the votes cast against the resolution.
                 ",1,1061,0,0
" (5)In case of,-
(a)any approval from unit holders required under regulation 18, 19 and 21;
(b)any transaction, other than any borrowing, value of which is equal to or greater than twenty five per cent. of the REIT assets;
(c)any borrowing in excess of specified limit as required under sub-regulation (2) of regulation 20;
(d)any issue of units after initial offer by the REIT, in whatever form, other than any issue of units which may be considered by the Board under sub- regulation(6);
(e)increasing period for compliance with investment conditions to one year in accordance with proviso to sub-regulation (9) of regulation 18;
(f)any issue, in the ordinary course of business, which in the opinion of the sponsor(s) or trustee or manager, is material and requires approval of the unit holders, if any;
203Substituted “not be less than one and a half times” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
51
(g)any issue for which the Board or the designated stock exchange requires approval under this sub-regulation,
approval from unitholders shall be required where the votes cast in favour of the resolution shall be 204[more than] the votes cast against the resolution.
                 ",1,1062,0,0
" (6)In case of ,-
(a)any change in manager including removal of the manager or change in control of the manager;
(b)any material change in investment strategy or any change in the management fees of the REIT;
(c)the sponsor(s) or manager proposing to seek delisting of units of the REIT;
(d)the value of the units held by a person along with its associates other than the sponsor(s) and its associates exceeding fifty per cent. of the value of outstanding REIT units, prior to acquiring any further units;
(e)any issue, not in the ordinary course of business, which in the opinion of the sponsor(s) or manager or trustee requires approval of the unit holders;
(f)any issue for which the Board or the designated stock exchanges requires approval under this sub-regulation;
(g)any issue taken up on request of the unit holders including:
(i)removal of the manager and appointment of another manager to the REIT;
(ii)removal of the auditor and appointment of another auditor to the REIT;
(iii)removal of the valuer and appointment of another valuer to the REIT;
(iv)delisting of the REIT if the unit holders have sufficient reason to believe that such delisting would act in the interest of the unit holders;
204Substituted “not less than one and half times” by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
52
(v)any issue which the unit holders have sufficient reason to believe that acts detrimental to the interest of the unit holders;
(vi)change in the trustee if the unit holders have sufficient reason to believe that acts of such trustee is detrimental to the interest of the unit holders,
approval from unit holders shall be required where the votes cast in favour of the resolution shall be not less than 205[one and half] times the votes cast against the resolution:
Provided that in case of clause (d), if approval is not obtained, the person shall provide an exit option to the unitholders to the extent and in the manner as may be specified by the Board.
                 ",1,1063,0,0
" (7)With respect to the right(s) of the unit holders under clause (g) of sub-regulation (6),-
(a)not less than twenty five per cent. of the unit holders by value, other than any party related to the transactions and its associates, shall apply, in writing, to the trustee for the purpose;
(b)on receipt of such application, the Trustee shall require the manager to place the issue for voting in the manner as specified in these regulations;
(c)with respect to sub-clause (vi) of clause (g) of sub-regulation (6) , not less than sixty per cent. of the unit holders by value shall apply, in writing, to the manager for the purpose.
                 ",1,1064,0,0
" (8)In case of any change in sponsor or re-designated sponsor or change in control of sponsor or re-designated sponsor,-
(a)prior to such changes, approval shall be obtained from the unit holders wherein votes cast in favour of the resolution shall not be less than three times the votes cast against the resolution;
(b)if such change does not receive the required approval,-
(i)in case of change of sponsor or re-designated sponsor, the proposed re-designated sponsor who proposes to buy the units
205Substituted “three”by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, w.e.f. 30.11.2016
53
shall provide the dissenting unit holders an option to exit by buying their units;
(ii)in case of change in control of the sponsor or re-designated sponsor, the sponsor or re-designated sponsor shall provide the dissenting unit holders an option to exit by buying their units;
(c)if on account of such sale, the number of unit holders forming part of the public falls below 206[as required under sub-regulation (2A) of Regulation 14] two hundred or below 207[ the trustee may provide a period of one year to the manager to rectify the same, failing which], the 208[manager] shall apply for delisting of the units of the REIT in accordance with regulation 17.
                 ",1,1065,0,0
